Processes: 288 total, 6 running, 1 stuck, 281 sleeping, 976 threads 
2000/12/31 19:35:48
Load Avg: 1.60, 2.65, 12.80 
CPU usage: 25.0% user, 43.96% sys, 31.3% idle 
SharedLibs: 413M resident, 66M data, 172M linkedit.
MemRegions: 37933 total, 1516M resident, 282M private, 377M shared.
PhysMem: 6083M used (1950M wired), 10G unused.
VM: 1277G vsize, 1373M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS PGRP PPID STATE    BOOSTS   %CPU_ME %CPU_OTHRS UID FAULTS COW  MSGSENT MSGRECV SYSBSD  SYSMACH CSW     PAGEINS IDLEW POWER INSTRS CYCLES USER               #MREGS RPRVT  VPRVT  VSIZE  KPRVT  KSHRD 
78    timed            0.0  00:00.38 2     1   43     2020K  0B     0B    78   1    sleeping *0[1]    0.00000 0.00000    266 2457   293  365     129     2164    977     909     112     0     0.0   0      0      _timed             72     1072K  54312K 4232M  360K   4456B 
77    launchservicesd  0.0  00:04.73 6     6   305    3724K  0B     0B    77   1    sleeping *0[3860] 0.00000 0.00000    0   6355   284  34886   10728   74442   31619   26786   92      0     0.0   0      0      root               95     2684K  56120K 4235M  376K   -2111K
76    nbstated         0.0  00:00.20 2     1   28     2680K  0B     0B    76   1    sleeping  0[0]    0.00000 0.00000    0   2112   261  67      29      884     235     305     2       0     0.0   0      0      root               71     1836K  47168K 4199M  328K   0B    
74    opendirectoryd   0.0  00:28.93 11    11  724    11648K 65536B 0B    74   1    sleeping *0[1]    0.00000 0.00000    0   88497  328  29420   9602    372859  37374   107527  1007    0     0.0   0      0      root               184    10720K 72884K 4253M  432K   -471K 
71    coreduetd        0.0  00:01.23 3     2   41     4388K  320K   0B    71   1    sleeping *0[154]  0.00000 0.00000    0   5093   311  1015    275     8754    2252    2688    468     0     0.0   0      0      root               97     3664K  60752K 4239M  400K   -9472B
70    backupd-helper   0.0  00:00.46 2     1   39     2464K  0B     0B    70   1    sleeping  0[0]    0.00000 0.00000    0   8610   343  422     125     2350    1000    1194    39      0     0.0   0      0      root               80     1352K  54056K 4208M  388K   0B    
67    diskarbitrationd 0.0  00:03.03 2     1   206    2176K  0B     0B    67   1    sleeping *0[1]    0.00000 0.00000    0   6122   1071 35627   11319   10642   60057   9338    54      0     0.0   0      0      root               73     1348K  53744K 4232M  344K   -12K  
66    iconservicesd    0.0  00:00.26 2     2   50     2872K  0B     0B    66   1    sleeping *0[18]   0.00000 0.00000    240 2485   274  246     89      1262    459     471     3       0     0.0   0      0      _iconservices      77     1976K  55928K 4208M  340K   0B    
65    mds              0.0  00:15.88 7/1   4/1 216    21376K 0B     0B    65   1    running  *0[1]    0.00000 0.00000    0   66215  457  49381   14741   279132  53705   110849  1071    0     0.0   0      0      root               215    19872K 143M   4331M  620K   -76K  
59    keybagd          0.0  00:00.20 2     1   27     1376K  0B     0B    59   1    sleeping *0[1]    0.00000 0.00000    0   1840   268  73      30      870     235     294     72      0     0.0   0      0      root               66     532K   46088K 4198M  332K   0B    
58    logd             0.0  00:05.53 4/1   4   1023   15268K 0B     0B    58   1    running  *0[1]    0.00000 0.00000    0   12258  272  20061   19133   68216   23516   33945   173     0     0.0   0      0      root               367    14408K 57640K 4280M  520K   1121K 
55    powerd           0.0  00:05.84 2     1   113    3196K  0B     0B    55   1    sleeping *0[1]    0.00000 0.00000    0   13632  295  55674   4863    44298   98598   54226   1516    0     0.0   0      0      root               80     2224K  54696K 4233M  384K   0B    
54    configd          0.0  00:04.71 8     1   433    4528K  0B     0B    54   1    sleeping *0[1]    0.00000 0.00000    0   15947  436  52757   14738   28525   86474   17695   822     0     0.0   0      0      root               125    3544K  57988K 4238M  376K   -83K  
52    systemstats      0.0  00:01.69 3     2   109    6076K  0B     0B    52   1    sleeping *0[106]  0.00000 0.00000    0   5017   395  20619   10103   42321   15180   15533   307     0     0.0   0      0      root               98     4996K  57572K 4214M  360K   27032B
51    appleeventsd     0.0  00:00.61 3     3   120    3848K  0B     0B    51   1    sleeping *0[63]   0.00000 0.00000    55  3225   285  1405    1367    5428    3424    3001    21      0     0.0   0      0      _appleevents       89     2884K  56228K 4234M  368K   1084B 
48    mediaremoted     0.0  00:00.75 2     1   98     2964K  0B     0B    48   1    sleeping  0[0]    0.00000 0.00000    0   7322   385  1505    566     3540    2199    2788    635     0     0.0   0      0      root               80     1828K  54648K 4235M  388K   0B    
46    fseventsd        0.0  00:05.93 11    1   258    8792K  0B     0B    46   1    sleeping *0[1]    0.00000 0.00000    0   10177  262  3975    372     116937  16151   35071   7       0     0.0   0      0      root               107    7940K  67312K 4219M  412K   -64K  
45    kextd            0.0  00:07.59 2     1   65     12012K 0B     0B    45   1    sleeping *0[1]    0.00000 0.00000    0   11769  657  1783    2166    33204   5078    13265   1548    0     0.0   0      0      root               107    9500K  52560K 4239M  392K   -2360K
44    uninstalld       0.0  00:00.29 3     2   26     1356K  0B     0B    44   1    sleeping *0[1]    0.00000 0.00000    0   2258   261  259     29      2928    1007    1922    13      0     0.0   0      0      root               67     512K   45992K 4198M  336K   0B    
41    UserEventAgent   0.0  00:03.00 5     2   376    4368K  0B     0B    41   1    sleeping *0[1]    0.00000 0.00000    0   6970   377  13272   9647    22550   24218   12731   905     0     0.0   0      0      root               203    3172K  56640K 4235M  436K   3216B 
40    syslogd          0.0  00:01.61 5     5   70     816K   0B     0B    40   1    sleeping *0[201]  0.00000 0.00000    0   2589   80   3869    600     51841   9403    11927   17      0     0.0   0      0      root               45     620K   55724K 4206M  136K   0B    
1     launchd          0.0  00:23.94 6     6   2477   15168K 0B     0B    1    0    sleeping  0[0]    0.00000 0.00000    0   12807  564  148445  39168   509118  226931  103455  1038    0     0.0   0      0      root               68     15032K 78752K 4228M  212K   -9865K
0     kernel_task      0.0  27:17.16 131/4 0   0      65536B 0B     0B    0    0    running   0[0]    0.00000 0.00000    0   21375  0    3612423 3452873 0       0       4650100 0       0     0.0   0      0      root               0      0B     0B     76404M -36M   0B    
Processes: 288 total, 2 running, 286 sleeping, 977 threads 
2000/12/31 19:35:49
Load Avg: 1.60, 2.65, 12.80 
CPU usage: 8.2% user, 14.23% sys, 77.73% idle 
SharedLibs: 413M resident, 66M data, 172M linkedit.
MemRegions: 37987 total, 1699M resident, 282M private, 361M shared.
PhysMem: 6266M used (1950M wired), 10G unused.
VM: 1277G vsize, 1373M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID   COMMAND          %CPU TIME     #TH   #WQ  #PORTS MEM    PURG   CMPRS PGRP PPID STATE    BOOSTS   %CPU_ME %CPU_OTHRS UID FAULTS COW  MSGSENT MSGRECV SYSBSD  SYSMACH CSW     PAGEINS IDLEW POWER INSTRS     CYCLES     USER               #MREGS RPRVT  VPRVT  VSIZE  KPRVT  KSHRD 
1296  vm_stat          0.8  00:00.02 0     0    0      0B     0B     0B    1296 515  sleeping *0[0]    0.00000 0.00000    0   0      0    14      7       14      7       11      0       2     0.8   3957785    10246708   root               0      -8192B -64K   0B     0B     0B    
1295  fs_usage         34.0 00:00.56 2/-1  3    0      183M   0B     0B    1295 515  sleeping *0[0]    0.00000 0.00000    0   47004  1    3       1       470     48      140     0       3     34.2  1615700533 1253720319 root               46     183M   283M   283M   364K   0B    
1293  top              24.8 00:00.63 0     0    10     556K   0B     0B    1293 515  running  *0[0]    0.05027 0.00000    0   464    4    121834  60909   1358    62806   352     0       0     24.8  812091866  953562496  root               3      512K   -64K   268K   4096B  0B    
1289  dprivacyd        0.0  00:00.12 0     0    0      0B     0B     0B    1289 1    sleeping  0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -24K   -16M   0B     0B     0B    
1288  AddressBookSourc 0.0  00:00.36 0     0    0      0B     0B     0B    1288 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1287  parsec-fbf       0.0  00:00.64 0     0    0      0B     0B     0B    1287 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -168K  -16M   0B     0B     0B    
1281  xpcroleaccountd  0.0  00:00.07 0     0    0      0B     0B     0B    1281 1    sleeping *0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -24K   -16M   0B     0B     0B    
1280  com.apple.activi 0.0  00:00.09 0     0    0      0B     0B     0B    1280 1    sleeping *0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -24K   -16M   0B     0B     0B    
1274  rpcsvchost       0.0  00:00.05 0     0    0      0B     0B     0B    1274 1    sleeping *0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -24K   -16M   0B     0B     0B    
1271  SharePointManage 0.0  00:00.04 0     0    0      0B     0B     0B    1271 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
1270  com.apple.iCloud 0.0  00:00.18 0     0    0      0B     0B     0B    1270 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1264  com.apple.sbd    0.0  00:00.07 0     0    0      0B     0B     0B    1264 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1263  Keychain Circle  0.0  00:00.23 0     0    0      0B     0B     0B    1263 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -16K   -80K   0B     0B     0B    
1262  EscrowSecurityAl 0.0  00:00.12 0     0    0      0B     0B     0B    1262 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1261  cdpd             0.0  00:00.09 0     0    0      0B     0B     0B    1261 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1259  secd             0.0  00:01.72 0     0    0      0B     0B     0B    1259 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
1258  ContainerMetadat 0.0  00:00.11 0     0    0      0B     0B     0B    1258 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1257  nsurlsessiond    0.0  00:00.41 0     0    0      0B     0B     0B    1257 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1256  bird             0.7  00:05.63 0     0    0      4096B  4096B  0B    1256 1    sleeping *0[0]    0.04995 0.00000    501 19     0    2       0       143     241     23      0       0     0.7   10457915   15853351   ryangosdin         1      -4096B -64K   8192B  0B     0B    
1253  quicklookd       0.0  00:00.18 0     0    0      0B     0B     0B    1253 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1251  accountsd        0.0  00:00.80 0     0    0      0B     0B     0B    1251 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -16K   0B     0B     0B    
1247  Finder           0.2  00:03.43 0     0    0      16384B 0B     0B    1247 1    sleeping *0[0]    0.00000 0.00000    501 20     0    4       7       48      53      16      0       0     0.2   4111101    8894033    ryangosdin         1      -3156K -48M   8192B  0B     0B    
1246  trustd           0.0  00:00.32 0     0    0      0B     0B     0B    1246 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
1245  nbagent          0.0  00:00.21 0     0    0      0B     0B     0B    1245 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -16K   -80K   0B     0B     0B    
1244  studentd         0.0  00:00.55 0     0    0      0B     0B     0B    1244 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -16K   0B     0B     0B    
1243  com.apple.dock.e 0.0  00:00.25 0     0    0      0B     0B     0B    1243 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -32K   -184K  0B     0B     0B    
1241  LoginUserService 0.0  00:00.04 0     0    0      0B     0B     0B    1241 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
1240  WiFiProxy        0.0  00:00.11 0     0    0      0B     0B     0B    1240 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1237  SystemUIServer   0.0  00:00.73 0     0    0      0B     0B     0B    1237 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -1472K -32M   0B     0B     0B    
1236  ViewBridgeAuxili 0.0  00:00.14 0     0    0      0B     0B     0B    1236 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1234  automountd       0.0  00:00.09 0     0    0      0B     0B     0B    1234 1    sleeping *0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      0B     0B     0B     0B     0B    
1231  CoreServicesUIAg 0.0  00:00.66 0     0    0      0B     0B     0B    1231 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -16K   -128K  0B     0B     0B    
1230  AirPlayUIAgent   0.0  00:00.13 0     0    0      0B     0B     0B    1230 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -168K  0B     0B     0B    
1229  ARDAgent         0.0  00:00.14 0     0    0      0B     0B     0B    1229 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1227  CloudKeychainPro 0.0  00:00.09 0     0    0      0B     0B     0B    1227 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1206  fontworker       0.0  00:00.07 0     0    0      0B     0B     0B    1206 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
1119  ProtectedCloudKe 0.0  00:00.12 0     0    0      0B     0B     0B    1119 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
1107  mdworker_shared  0.0  00:00.25 0     0    0      0B     0B     0B    1107 1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -16K   0B     0B     0B    
1106  soagent          0.0  00:00.50 0     0    0      0B     0B     0B    1106 1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
745   SSMenuAgent      0.0  00:00.50 0     0    0      4096B  0B     0B    745  1    sleeping *0[0]    0.00000 0.00000    501 1      0    0       0       1       7       1       0       0     0.0   59497      330294     ryangosdin         1      -720K  -32M   8192B  0B     0B    
744   cloudd           0.0  00:02.24 0     0    0      0B     0B     0B    744  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
730   spindump_agent   0.0  00:00.10 0     0    0      0B     0B     0B    730  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
728   sysdiagnose_help 0.0  00:00.16 0     0    0      0B     0B     0B    728  1    sleeping  0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -24K   -16M   0B     0B     0B    
727   tailspind        0.0  00:00.04 0     0/-1 0      0B     0B     0B    727  1    sleeping  0[0]    0.00000 0.00000    0   0      0    0       0       3       1       2       0       0     0.0   62262      230369     root               0      -24K   -16M   0B     0B     0B    
699   printtool        0.0  00:00.06 0     0    0      0B     0B     0B    699  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
652   nfcd             0.0  00:00.10 0     0    0      0B     0B     0B    652  1    sleeping *0[0]    0.00000 0.00000    260 0      0    0       0       0       0       0       0       0     0.0   0          0          _applepay          0      -8192B -64K   0B     0B     0B    
643   Activity Monitor 4.6  00:43.66 0/-1  0    -1     0B     0B     0B    643  1    sleeping *-1[1]   0.00000 1.60408    501 90     0    738     190     370     1857    466     0       0     4.6   34275951   112785947  ryangosdin         0      2332K  -22M   0B     0B     0B    
568   wifivelocityd    0.0  00:02.18 0     0    0      0B     0B     0B    568  1    sleeping  0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -8192B -64K   0B     0B     0B    
567   WiFiVelocityAgen 0.0  00:01.37 0     0    0      0B     0B     0B    567  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
563   localAuthenticat 0.0  00:00.41 0     0    0      0B     0B     0B    563  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -56K   -4344K 0B     0B     0B    
561   com.apple.prefer 0.0  00:05.70 0     0    0      0B     0B     0B    561  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -1332K -29M   0B     0B     0B    
556   HelpViewer       0.0  00:02.93 0     0    0      0B     0B     0B    556  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      1836K  -8728K 0B     0B     0B    
552   com.apple.ColorS 0.0  00:00.03 0     0    0      0B     0B     0B    552  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
544   ocspd            0.0  00:01.33 0     0    0      0B     0B     0B    544  1    sleeping *0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -8192B -64K   0B     0B     0B    
543   PrintUITool      0.0  00:00.15 0     0    0      0B     0B     0B    543  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
532   com.apple.prefer 0.0  00:03.37 0     0    0      0B     0B     0B    532  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -1408K -28M   0B     0B     0B    
531   ReportCrash      0.0  00:10.57 0     0    0      0B     0B     0B    531  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
526   TextEdit         0.0  00:01.10 0     0    0      0B     0B     0B    526  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      620K   -28M   0B     0B     0B    
518   com.apple.MediaL 0.0  00:00.51 0     0    0      0B     0B     0B    518  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -16K   -80K   0B     0B     0B    
516   system_installd  0.0  00:00.07 0     0    0      0B     0B     0B    516  1    sleeping  0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -8192B -64K   0B     0B     0B    
515   sysdiagnose      0.0  00:07.10 0     0    0      0B     0B     0B    515  1    sleeping *0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -24K   -16M   0B     0B     0B    
514   installd         0.0  00:00.07 0     0    0      0B     0B     0B    514  1    sleeping  0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -8192B -64K   0B     0B     0B    
510   assertiond       0.0  00:00.05 0     0    0      0B     0B     0B    510  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
507   com.apple.prefer 0.0  00:16.14 0     0    0      0B     0B     0B    507  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -1836K -36M   0B     0B     0B    
506   com.apple.prefer 0.0  00:03.64 0     0    0      0B     0B     0B    506  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      1044K  -12M   0B     0B     0B    
497   System Preferenc 0.0  00:33.61 0     0    0      0B     0B     0B    497  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      5344K  10816K 0B     0B     0B    
496   Firewall         0.0  00:00.04 0     0    0      0B     0B     0B    496  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
488   photoanalysisd   0.0  00:00.85 0     0    0      0B     0B     0B    488  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
487   AssetCacheLocato 0.0  00:00.10 0     0    0      0B     0B     0B    487  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
486   com.apple.PhotoI 0.0  00:00.14 0     0    0      0B     0B     0B    486  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
485   ScopedBookmarkAg 0.0  00:00.21 0     0    0      0B     0B     0B    485  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
484   com.apple.photom 0.0  00:00.30 0     0    0      0B     0B     0B    484  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
483   photolibraryd    0.0  00:03.02 0     0    0      0B     0B     0B    483  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
481   com.apple.CloudP 0.0  00:00.33 0     0    0      0B     0B     0B    481  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
479   cloudphotosd     0.0  00:10.11 0     0    0      0B     0B     0B    479  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -16K   -128K  0B     0B     0B    
477   ReportCrash      0.0  00:00.06 0     0    0      0B     0B     0B    477  1    sleeping  0[0]    0.00000 0.00000    0   0      0    0       0       0       0       0       0       0     0.0   0          0          root               0      -8192B -64K   0B     0B     0B    
474   distnoted        0.0  00:00.04 0     0    0      0B     0B     0B    474  1    sleeping *0[0]    0.00000 0.00000    89  0      0    0       0       0       0       0       0       0     0.0   0          0          _spotlight         0      -8192B -64K   0B     0B     0B    
473   mdworker_shared  0.0  00:00.22 0     0    0      0B     0B     0B    473  1    sleeping *0[0]    0.00000 0.00000    89  0      0    0       0       0       0       0       0       0     0.0   0          0          _spotlight         0      -8192B -16K   0B     0B     0B    
472   mdworker_shared  0.0  00:00.23 0     0    0      0B     0B     0B    472  1    sleeping *0[0]    0.00000 0.00000    89  0      0    0       0       0       0       0       0       0     0.0   0          0          _spotlight         0      -80K   -16M   0B     0B     0B    
471   mdworker_shared  0.0  00:00.39 0     0    0      0B     0B     0B    471  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -16K   0B     0B     0B    
470   mdworker_shared  0.0  00:00.39 0     0    0      0B     0B     0B    470  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -16K   0B     0B     0B    
469   mdworker_shared  0.0  00:00.36 0     0    0      0B     0B     0B    469  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -16K   0B     0B     0B    
468   mdworker_shared  0.0  00:00.40 0     0    0      0B     0B     0B    468  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -88K   -16M   0B     0B     0B    
466   mdworker_shared  0.0  00:00.73 0     0    0      0B     0B     0B    466  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -136K  -16M   0B     0B     0B    
462   com.apple.Safari 0.0  00:00.43 0     0    0      0B     0B     0B    462  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -16K   0B     0B     0B    
458   com.apple.Dictio 0.0  00:00.21 0     0    0      0B     0B     0B    458  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -24K   -16M   0B     0B     0B    
457   keyboardservices 0.0  00:00.77 0     0    0      0B     0B     0B    457  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -8192B -64K   0B     0B     0B    
455   AppleSpell       0.0  00:02.73 0     0    0      0B     0B     0B    455  1    sleeping *0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -16K   -80K   0B     0B     0B    
453   suggestd         0.0  00:03.80 0     0    0      0B     0B     0B    453  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -16K   -128K  0B     0B     0B    
452   corespotlightd   0.0  00:02.34 0     0    0      0B     0B     0B    452  1    sleeping  0[0]    0.00000 0.00000    501 0      0    0       0       0       0       0       0       0     0.0   0          0          ryangosdin         0      -56K   -400K  0B     0B     0B    
449   com.apple.CloudD 0.0  00:00.59 0     0    0      0B     0B     0B    449  1    sleeping *0[1]    0.00000 0.01443    501 0      0    4       1       8       3       2       0       0     0.0   214236     551739     ryangosdin         0      -8192B -64K   0B     0B     0B    
